Keyword,Extracted Sentence
says,"The U.S. will work to tighten export controls and strengthen the IAEA, he says."
says,"It is the responsibility of leaders not to feed the growing appetite for easy promises and grand assurances, he says."
america,President Reagan's approach to foreign policy is grounded squarely on standards drawn from the pragmatic American experience.
america,"As de Tocqueville pointed out,  To achieve its objective, America relies on personal interest, and gives full reign to the strength and reason of the individual.
"
america,"America's yearning for peace does not lead us to be hesitant in developing our strength, he writes."
america,"The American people have never accepted weakness, or hesitancy, or abdication.
"
america,One American Marine died and several were injured today in a mine explosion at the Beirut airport.
america,"Americans today are emphatically united on the neces¬sity of a strong                 defense.
"
america,One American Marine died and several were injured in a mine explosion at the Beirut airport.
america,A growing and open American.
america,The bedrock of America's strength is our moral and spiritual character.
america,America's institutions are those of freedom accessible to every person.
america,"America is prepared to go to work on the global agenda, says President Obama."
israel,"Israel surely holds a pre-eminent place.
"
israel,"Palestinian people will be able to achieve their legitimate rights only in a context which gives Israel what it so clearly has a right to exist, and to exist in peace and security."
israel,On 1 September President Reagan challenged the parties to the Arab-Israeli conflict to make a fresh start on the road to peace in the Middle East.
middle east,The agony of the Middle East now exceeds the ability of news bulletins or speeches to express: it is a searing wound on ourconsciousness.
middle east,On 1 September President Reagan challenged the parties to the Arab-Israeli conflict to make a fresh start on the road to peace in the Middle East.
bounties,The vast bounties of the human mind and imagination can be shared by all the races and nations we represent.
human mind,The vast bounties of the human mind and imagination can be shared by all the races and nations we represent.
armies,"There is no peace of mind at a time when increasing numbers of nations appear willing to launch their armies.
"
armies,There is no peace of mind at a time when increasing numbers of nations appear willing to launch their armies into battle for causes that seem local but have ramifica¬tions for regional and even global harmony.
prison,It was words that released our ancestors from the prison of the solitary.
prison,"o people  better know the meaning of freedom than those who  have been arrested or beaten or imprisoned or  exiled.
"
american,President Reagan's approach to foreign policy is grounded squarely on standards drawn from the pragmatic American experience.
american,"The American people have never accepted weakness, or hesitancy, or abdication.
"
american,One American Marine died and several were injured today in a mine explosion at the Beirut airport.
american,"Americans today are emphatically united on the neces¬sity of a strong                 defense.
"
american,One American Marine died and several were injured in a mine explosion at the Beirut airport.
american,A growing and open American.
reality,"Reality is not an illusion or a sleight of hand, though many would have us believe  otherwise."
reality,"The enormous, grinding machinery of Soviet propaganda daily seeks to distort reality,                 to bend truth for its own purposes."
reality,But there is another side to the present reality; it is a reality of hope.
region,There is no peace of mind at a time when increasing numbers of nations appear willing to launch their armies into battle for causes that seem local but have ramifica¬tions for regional and even global harmony.
region,The region is in constant ferment.
region,The region is in constant ferment.
region,It is clear to everyone in this Hall that international peace cannot be achieved until this terrible regional conflict is settled.
region,The threat of nuclear proliferation extends to every region in the world.
region,The threat of nuclear weapons extends to every region in the world.
nuclear,There is no ultimate safety in a nuclear balance of terror constantly contested.
nuclear,The threat of nuclear proliferation extends to every region in the world.
nuclear,The threat of nuclear weapons extends to every region in the world.
nuclear,The developing nations will not be more prosperous if scarce resources are diverted to nuclear weapons.
freedom,"o people  better know the meaning of freedom than those who  have been arrested or beaten or imprisoned or  exiled.
"
freedom,"The only way we can enhance human potential is by preserving freedom and peace, he says.
"
freedom,America's institutions are those of freedom accessible to every person.
freedom,The Caribbean Basin Initiative establishes the crucial bond between economic development and economic freedom.
build,"We will stress the indispensable need to generate consent, build agree¬ments and negotiate on key issues."
build,"Lebanon deserves the world's help to rebuild a thriving society.
"
build,"But the U. S. must use its technological and productive abilities to build lasting prosperity at home and contribute to a sound economic situation abroad.
"
build,"The way is open to build stability and progress in southern Africa through inde¬pendence.
"
growing,A growing and open American.
growing,"It is the responsibility of leaders not to feed the growing appetite for easy promises.
"
growing,"It is the responsibility of leaders not to feed the growing appetite for easy promises and grand assurances, he says."
easy promises,"It is the responsibility of leaders not to feed the growing appetite for easy promises.
"
easy promises,"It is the responsibility of leaders not to feed the growing appetite for easy promises and grand assurances, he says."
future,"Words gave us the means to transmit to our children and the future the crowning jewel of human existence: knowledge.
"
future,"""There is a po. rriers to aggres¬sion""
I am not here to assert, however, that the way is easy, or quick, or that the future is bound to be bright."
immediate debt,Immediate debt problems are manageable if we use good sense and avoid destabilizing actions.
road,"But the U. S. must use its technological and productive abilities to build lasting prosperity at home and contribute to a sound economic situation abroad.
"
road,On 1 September President Reagan challenged the parties to the Arab-Israeli conflict to make a fresh start on the road to peace in the Middle East.
vastly different,It can be a model for fair and productive co-operation between economies vastly different in size and character.
javier perez,Javier Perez de CueBar has already demonstrated his strict adherence to this most exacting standard.
free world,The strength of the free world imposes restraint and reassures those who would share it.
ultimate safety,There is no ultimate safety in a nuclear balance of terror constantly contested.
tions,"Our purpose is to avoid misunderstanding and to create the necessary pre-conditions for change.
"
tions,"There is no peace of mind at a time when increasing numbers of nations appear willing to launch their armies.
"
tions,There is no peace of mind at a time when increasing numbers of nations appear willing to launch their armies into battle for causes that seem local but have ramifica¬tions for regional and even global harmony.
tions,The implications of the external debt of many nations must be understood.
tions,Immediate debt problems are manageable if we use good sense and avoid destabilizing actions.
tions,America's institutions are those of freedom accessible to every person.
tions,"The time of imposed solutions has passed, he says."
tions,President Reagan has initiated a comprehensive program for arms reductions.
tions,Western allies are seeking substantial reductions in troops of NATO and the Warsaw Pact.
tions,The developing nations will not be more prosperous if scarce resources are diverted to nuclear weapons.
tions,"""We will not accept ... attempts to politicize ... vital institutions,"" he adds."
tions,"We should not indulge our fantasies of perfection of unfulfillable plans, or solutions gained by pressure."
tions,The vast bounties of the human mind and imagination can be shared by all the races and nations we represent.
able,"We will stress the indispensable need to generate consent, build agree¬ments and negotiate on key issues."
able,Immediate debt problems are manageable if we use good sense and avoid destabilizing actions.
able,"Palestinian people will be able to achieve their legitimate rights only in a context which gives Israel what it so clearly has a right to exist, and to exist in peace and security."
able,"The Camp David agreements, resting squarely on Security Council Resolution 242 (1967), remain available to those who accept the challenge.
"
able,"We should not indulge our fantasies of perfection of unfulfillable plans, or solutions gained by pressure."
critical,IMF can provide critical help in any country's efforts to smooth the adjustment process.
sity,"Americans today are emphatically united on the neces¬sity of a strong                 defense.
"
critical help,IMF can provide critical help in any country's efforts to smooth the adjustment process.
disputes,"Vigorous action to strengthen the barriers to aggres¬sion and to resolve disputes peacefully can remove the root of the problem.
"
mind,"There is no peace of mind at a time when increasing numbers of nations appear willing to launch their armies.
"
mind,There is no peace of mind at a time when increasing numbers of nations appear willing to launch their armies into battle for causes that seem local but have ramifica¬tions for regional and even global harmony.
mind,The vast bounties of the human mind and imagination can be shared by all the races and nations we represent.
character,The bedrock of America's strength is our moral and spiritual character.
character,It can be a model for fair and productive co-operation between economies vastly different in size and character.
earned,"In so doing, he has earned the esteem of my Government.
"
root,"Vigorous action to strengthen the barriers to aggres¬sion and to resolve disputes peacefully can remove the root of the problem.
"
new proposal,"To achieve this goal, we have recently introduced a new proposal.
"
objectivity,"Dag Hammarskjold once said that independence, impartiality, objectivity are essential aspects of the attitude of the Secretary-General."
africa,"In Central America, as in southern Africa, we are seeking to discourage reliance upon force."
africa,"In Africa, organizations such as the Economic Community of West African States are being forged to provide practical structures in the struggle to realize Africa's potential."
assume,Evidence abounds that we cannot simply assume that agreements negotiated with the Soviet Union will be fulfilled.
soviets,"The Soviets refused an equitable solution and proposed instead a ""half zero option""
The United States is prepared to be more flexible on the content of the current talks."
soviets,"We cannot, however, especially in light of recent events, compromise on the n
Reactions to the Korean airliner tragedy are a timely reminder of just how different the Soviets' concept of truth is from that of the rest of the world."
nations,The United Nations was founded in the aftermath of the Second World War to protect future generations from the scourge of war.
nations,"Nothing is more in keeping with the spirit of the Charter of the United Nations than arms control.
"
nations,A fundamental step would be a true non-alignment of the United Nations.
nations,The emergence of blocs and the polarization of the United Nations undermine all that the Organization initially valued.
nations,"The United States does not head any bloc of subservient nations, nor do we desire to.
"
nations,We support the right of all nations to define and pursue their national goals.
nations,"The United Nations has a proud history of promoting conciliation.
"
nations,"The United Nations at its best can help us transcend fear and violence.
"
nations,The United Nations and its affiliates have made important contributions to the quality of life on this planet.
control,"Nothing is more in keeping with the spirit of the Charter of the United Nations than arms control.
"
control,"I believe that to relieve the deep concern of peoples in both Europe and Asia, the time was right, for the first time in history, to resolve a security threat exclusively through arms control.
"
control,The U.S. has not abandoned and will not abandon the search for meaningful arms control agreements.
control,Peace cannot be served by pseudo-control of arms.
control,"The time has come for the Soviet Union to show proof that it wants arms control in reality, not just in rhetoric.
"
control,"The time has come for the Soviet Union to show proof that it wants arms control in reality, not just in rhetoric."
just,"We cannot, however, especially in light of recent events, compromise on the n
Reactions to the Korean airliner tragedy are a timely reminder of just how different the Soviets' concept of truth is from that of the rest of the world."
just,"The time has come for the Soviet Union to show proof that it wants arms control in reality, not just in rhetoric.
"
just,"The time has come for the Soviet Union to show proof that it wants arms control in reality, not just in rhetoric."
weapons worldwide,The United States has already reduced the number of its nuclear weapons worldwide.
provide,"In Africa, organizations such as the Economic Community of West African States are being forged to provide practical structures in the struggle to realize Africa's potential."
problems,"The problems are old, but it is not too late to commit ourselves to a new beginning.
"
affiliates,The United Nations and its affiliates have made important contributions to the quality of life on this planet.
proud history,"The United Nations has a proud history of promoting conciliation.
"
efforts,"The Organization of American States was a pioneer in regional security efforts.
"
enforced,"The founders intended this body to stand for certain values, even if they could not be enforced."
stabilizes forces,"The United States seeks and will accept any equitable, verifiable agreement that stabilizes forces at lower levels than currently exist."
organizations,"In Africa, organizations such as the Economic Community of West African States are being forged to provide practical structures in the struggle to realize Africa's potential."
civilized,"The founders sought to replace a world at war with a world of civilized order.
"
united,The United Nations was founded in the aftermath of the Second World War to protect future generations from the scourge of war.
united,"Nothing is more in keeping with the spirit of the Charter of the United Nations than arms control.
"
united,The United States has already reduced the number of its nuclear weapons worldwide.
united,"The United States proposed, as an interim solution, some equal number on both sides between one and 572.
"
united,"The Soviets refused an equitable solution and proposed instead a ""half zero option""
The United States is prepared to be more flexible on the content of the current talks."
united,"The United States will consider mutually acceptable ways to address the Soviet desire that an agreement should limit aircraft as well as missiles.
"
united,"The United States seeks and will accept any equitable, verifiable agreement that stabilizes forces at lower levels than currently exist."
united,A fundamental step would be a true non-alignment of the United Nations.
united,The emergence of blocs and the polarization of the United Nations undermine all that the Organization initially valued.
united,The United States rejects as false and misleading the view of the world as divided between the empires of the East and the West.
united,"The United States does not head any bloc of subservient nations, nor do we desire to.
"
united,"The United Nations has a proud history of promoting conciliation.
"
united,"In Lebanon, we, along with France, Italy and the United Kingdom, have worked for a cease-fire.
"
united,"The United Nations at its best can help us transcend fear and violence.
"
united,The United Nations and its affiliates have made important contributions to the quality of life on this planet.
united states,The United States has already reduced the number of its nuclear weapons worldwide.
united states,"The United States proposed, as an interim solution, some equal number on both sides between one and 572.
"
united states,"The Soviets refused an equitable solution and proposed instead a ""half zero option""
The United States is prepared to be more flexible on the content of the current talks."
united states,"The United States will consider mutually acceptable ways to address the Soviet desire that an agreement should limit aircraft as well as missiles.
"
united states,"The United States seeks and will accept any equitable, verifiable agreement that stabilizes forces at lower levels than currently exist."
united states,The United States rejects as false and misleading the view of the world as divided between the empires of the East and the West.
united states,"The United States does not head any bloc of subservient nations, nor do we desire to.
"
time,"I believe that to relieve the deep concern of peoples in both Europe and Asia, the time was right, for the first time in history, to resolve a security threat exclusively through arms control.
"
time,"We cannot, however, especially in light of recent events, compromise on the n
Reactions to the Korean airliner tragedy are a timely reminder of just how different the Soviets' concept of truth is from that of the rest of the world."
time,"The time has come for the Soviet Union to show proof that it wants arms control in reality, not just in rhetoric.
"
time,"The time has come for the Soviet Union to show proof that it wants arms control in reality, not just in rhetoric."
soviet union,"Unfortunately, the Soviet Union declined to accept the total elimination of this class of weapons.
"
soviet union,Evidence abounds that we cannot simply assume that agreements negotiated with the Soviet Union will be fulfilled.
soviet union,"The time has come for the Soviet Union to show proof that it wants arms control in reality, not just in rhetoric.
"
soviet union,"The time has come for the Soviet Union to show proof that it wants arms control in reality, not just in rhetoric."
non,A fundamental step would be a true non-alignment of the United Nations.
non,The Movement of Non-Aligned Countries was founded to promote cooperation between them.
non,"Since then, membership in the Movement has grown dramatically, but not all the new members have shared the founders' commitment of genuine non- alignment.
"
non,"U.N. peace-keeping forces or observers are present in Cyprus, Kashmir, on the Golan Heights and in Lebanon."
non,"In Lebanon, we, along with France, Italy and the United Kingdom, have worked for a cease-fire.
"
security,"The weapons of war shatter the security of the peoples who live there, endanger the peace of neighbors.
"
security,"I believe that to relieve the deep concern of peoples in both Europe and Asia, the time was right, for the first time in history, to resolve a security threat exclusively through arms control.
"
security,"The Organization of American States was a pioneer in regional security efforts.
"
proposed,"The United States proposed, as an interim solution, some equal number on both sides between one and 572.
"
proposed,The U.S. proposed equal number on both sides between one and 572.
proposed,"The Soviets refused an equitable solution and proposed instead a ""half zero option""
The United States is prepared to be more flexible on the content of the current talks."
late,"The problems are old, but it is not too late to commit ourselves to a new beginning.
"
actions,"We cannot, however, especially in light of recent events, compromise on the n
Reactions to the Korean airliner tragedy are a timely reminder of just how different the Soviets' concept of truth is from that of the rest of the world."
actions,"He wrote: ""The era of armaments has ended and the human race must conform its actions to this truth or die""
""The era of armaments has ended and the human race must conform its actions to this truth or die,"" he said."
conciliation,"The United Nations has a proud history of promoting conciliation.
"
verifiable,"The United States seeks and will accept any equitable, verifiable agreement that stabilizes forces at lower levels than currently exist."
new,"Since then, membership in the Movement has grown dramatically, but not all the new members have shared the founders' commitment of genuine non- alignment.
"
new,"The problems are old, but it is not too late to commit ourselves to a new beginning.
"
verification,"We cannot, however, compromise on the necessity of effective verification.
"
blocs,The emergence of blocs and the polarization of the United Nations undermine all that the Organization initially valued.
option,"The Soviets refused an equitable solution and proposed instead a ""half zero option""
The United States is prepared to be more flexible on the content of the current talks."
kingdom,"In Lebanon, we, along with France, Italy and the United Kingdom, have worked for a cease-fire.
"
southern africa,"In Central America, as in southern Africa, we are seeking to discourage reliance upon force."
equal number,"The United States proposed, as an interim solution, some equal number on both sides between one and 572.
"
equal number,The U.S. proposed equal number on both sides between one and 572.
pseudo,Peace cannot be served by pseudo-control of arms.
chad,"In the past year violent conflicts have occurred in the hills around Beirut, the deserts of Chad and the Western Sahara."
subservient nations,"The United States does not head any bloc of subservient nations, nor do we desire to.
"
lebanon,"U.N. peace-keeping forces or observers are present in Cyprus, Kashmir, on the Golan Heights and in Lebanon."
lebanon,"In Lebanon, we, along with France, Italy and the United Kingdom, have worked for a cease-fire.
"
search,The U.S. has not abandoned and will not abandon the search for meaningful arms control agreements.
currently exist,"The United States seeks and will accept any equitable, verifiable agreement that stabilizes forces at lower levels than currently exist."
body,"The founders intended this body to stand for certain values, even if they could not be enforced."
body,This body was to speak with the voice of moral authority.
voice,This body was to speak with the voice of moral authority.
abounds,Evidence abounds that we cannot simply assume that agreements negotiated with the Soviet Union will be fulfilled.
conflict,"In the past year violent conflicts have occurred in the hills around Beirut, the deserts of Chad and the Western Sahara."
conflict,We support a policy to disengage the major Powers from third-world conflict.
discussions,"""We have agreed to upgrade our hotline communications facility, and our discussions of nuclear non-proliferation in recent years have been useful to both side,"" he said.
"
states,"U.N. Charter states two overriding goals: ""to save succeeding generations from the scourge of war, which twice in our lifetime has brought untold sorrow to mankind""
We can never look at anyone's freedom as a bargaining chip in world politics."
states,"The United States is proud of its association with all those countries that share our commitment to freedom, human rights, the rule of law—and international peace."
states,"The people of the United States will remain faithful to their commitments.
"
states,The United States is ready to be the friend of any country that is a friend to us and a friend of peace.
states,"The development of ties between the United States and China shows our willingness to improve relations.
"
states,The United States welcomes diversity and peaceful competition.
states,"Since 1946, the United States has provided over $115 billion in economic aid.
"
states,"The United States considers it a moral imperative that South Africa's racial policies evolve peacefully but decisively.
"
states,"The United States has backed the efforts of the Association of South-East Asian Nations to mobilize international support for a peaceful resolution of the Cambodian problem.
"
states,"The United States has been and will always be a friend of peaceful solutions.
"
states,The United States has been and will always be a friend of peaceful solutions.
states,I want to speak to the General Assembly today on what the United States and the Soviet Union can accomplish together in the coming years.
states,"I set out three objectives for United States-Soviet relations.
"
states,I feel particularly strongly about breaking down the barriers between the peoples of the United States and the Soviet Union.
states,"And I propose that we find a way for Soviet experts to come to the United States nuclear-test site.
"
end,end to war and to the repression of the human spirit.
end,U.S. has moved to strengthen ties with old allies and new friends.
end,The United States is ready to be the friend of any country that is a friend to us and a friend of peace.
end,"The groundwork has been laid for the independence of Namibia.
"
end,"South Africa and Angola have agreed on a disengagement of forces from Angola, and the groundwork has been laid for the independence of Namibia."
end,The tragedy of Lebanon has not ended.
end,"The United States has been and will always be a friend of peaceful solutions.
"
end,The United States has been and will always be a friend of peaceful solutions.
end,We have invigorated our alliances and friendships.
end,I hope we can begin these talks by the end of the year or shortly thereafter.
end,"We have reached agreements to improve our hotline, extend our 10-year economic agreement, enhance consular co-operation and explore co-ordination of search and rescue efforts at sea.
"
end,"We need to extend the arms control process, to build a bigger umbrella under which it can operate."
end,Towards this end I will suggest to the Soviet Union that we institutionalize regular ministerial or cabinet-level meetings between our two countries.
end,"Well, yes, if we sit down and catalogue year by year, generation by generation, the famines, the plagues, the wars, the invasions mankind has endured, the list will grow so long."
end,"But in the end, they always fall."
south africa,Mozambique and South Africa have reached a historic accord on non-aggression and co-operation.
south africa,South Africa and Angola have agreed on a disengagement of forces from Angola.
south africa,"South Africa and Angola have agreed on a disengagement of forces from Angola, and the groundwork has been laid for the independence of Namibia."
south africa,"The United States considers it a moral imperative that South Africa's racial policies evolve peacefully but decisively.
"
115 billion,"Since 1946, the United States has provided over $115 billion in economic aid.
"
115 billion,"Since 1946, the U.S. has provided over $115 billion in economic aid to developing countries."
address,"Tomorrow, at the International Monetary Fund, Obama will address this question more fully.
"
seeds,We are doing to help avoid the regional conflicts that could contain the seeds of world conflagration.
laid,"The groundwork has been laid for the independence of Namibia.
"
laid,"South Africa and Angola have agreed on a disengagement of forces from Angola, and the groundwork has been laid for the independence of Namibia."
overriding,"U.N. Charter states two overriding goals: ""to save succeeding generations from the scourge of war, which twice in our lifetime has brought untold sorrow to mankind""
We can never look at anyone's freedom as a bargaining chip in world politics."
personal liberty,"Our hope is for a time when all the people of the world can enjoy the blessings of personal liberty.
"
improve relations,"The development of ties between the United States and China shows our willingness to improve relations.
"
want,I want to speak to the General Assembly today on what the United States and the Soviet Union can accomplish together in the coming years.
world,"""Up until 200 years ago, there were relatively few people in the world,"" he wrote."
world,"Disease and early death dominated most people's lives""
The U.S. ds in human history can serve as catalysts for an era of world peace and unimagined human freedom and dignity, he says.
"
world,"The secret of a progressive new world is to take advantage of the creativity of the human spirit, Obama says."
world,We are doing to help avoid the regional conflicts that could contain the seeds of world conflagration.
world,"U.N. Charter states two overriding goals: ""to save succeeding generations from the scourge of war, which twice in our lifetime has brought untold sorrow to mankind""
We can never look at anyone's freedom as a bargaining chip in world politics."
world,"Our hope is for a time when all the people of the world can enjoy the blessings of personal liberty.
"
world,"Today it provides about one third of the nearly $90 billion in financial resources, public and private, that flows to the developing world.
"
world,"This can greatly assist step-by-step negotiations and enablify the world.
"
world,And they will point to the burdens of the modem world and to history.
world,"All through history the way of truth and love has always won""
Gandhi: ""I have been convinced more than ever that human nature is much the same no matter under what clime it flourishes"" Gandhi: ""If you approach people with trust and affection, you would have tenfold trust""
""We have it in our power to begin the world over again,"" Thomas Paine said."
soviet union,"The status of our efforts with the Soviet Union to reduce the levels of arms.
"
soviet union,U.S. fforts with the Soviet Union to reduce the levels of arms.
soviet union,"We are ready for constructive negotiations with the Soviet Union.
"
soviet union,I want to speak to the General Assembly today on what the United States and the Soviet Union can accomplish together in the coming years.
soviet union,I feel particularly strongly about breaking down the barriers between the peoples of the United States and the Soviet Union.
soviet union,Towards this end I will suggest to the Soviet Union that we institutionalize regular ministerial or cabinet-level meetings between our two countries.
soviet union,"I hope that the Soviet Union will co-operate in this undertaking and reciprocate in a manner that will enable the two countries to establish the basis for verification for effective limits on underground nuclear testing.
"
people,"""Up until 200 years ago, there were relatively few people in the world,"" he wrote."
people,"Disease and early death dominated most people's lives""
The U.S. ds in human history can serve as catalysts for an era of world peace and unimagined human freedom and dignity, he says.
"
people,"Our hope is for a time when all the people of the world can enjoy the blessings of personal liberty.
"
people,"The people of the United States will remain faithful to their commitments.
"
people,Thousands of people are still kept from their homes by continued violence and are refugees in their own country.
people,I feel particularly strongly about breaking down the barriers between the peoples of the United States and the Soviet Union.
people,"All through history the way of truth and love has always won""
Gandhi: ""I have been convinced more than ever that human nature is much the same no matter under what clime it flourishes"" Gandhi: ""If you approach people with trust and affection, you would have tenfold trust""
""We have it in our power to begin the world over again,"" Thomas Paine said."
friend,U.S. has moved to strengthen ties with old allies and new friends.
friend,The United States is ready to be the friend of any country that is a friend to us and a friend of peace.
friend,"The United States has been and will always be a friend of peaceful solutions.
"
friend,The United States has been and will always be a friend of peaceful solutions.
friend,We have invigorated our alliances and friendships.
consider,"The United States considers it a moral imperative that South Africa's racial policies evolve peacefully but decisively.
"
consider,"We consider ourselves a full partner in the quest for peace.
"
consider,"We consider ourselves a full partner in the quest for peace.
"
subversion,We call upon Nicaragua to abandon its policies of subversion and militarism.
political solution,El Salvador is the best proof that the key to peace lies in a political solution.
friends,U.S. has moved to strengthen ties with old allies and new friends.
friends,We have invigorated our alliances and friendships.
said,"The U.S. is similarly engaged in peace diplomacy as an active player or a strong supporter, he said."
said,"""We have agreed to upgrade our hotline communications facility, and our discussions of nuclear non-proliferation in recent years have been useful to both side,"" he said.
"
said,"All through history the way of truth and love has always won""
Gandhi: ""I have been convinced more than ever that human nature is much the same no matter under what clime it flourishes"" Gandhi: ""If you approach people with trust and affection, you would have tenfold trust""
""We have it in our power to begin the world over again,"" Thomas Paine said."
power,"All through history the way of truth and love has always won""
Gandhi: ""I have been convinced more than ever that human nature is much the same no matter under what clime it flourishes"" Gandhi: ""If you approach people with trust and affection, you would have tenfold trust""
""We have it in our power to begin the world over again,"" Thomas Paine said."
act,"Only last week, a despicable act of barbarism by some who are unfit to associate with humankind reminded us once again that Lebanon continues to suffer."
act,"The U.S. is similarly engaged in peace diplomacy as an active player or a strong supporter, he said."
cambodian,"The United States has backed the efforts of the Association of South-East Asian Nations to mobilize international support for a peaceful resolution of the Cambodian problem.
"
manner,"I hope that the Soviet Union will co-operate in this undertaking and reciprocate in a manner that will enable the two countries to establish the basis for verification for effective limits on underground nuclear testing.
"
resolve conflicts,We are engaged in diplomacy to resolve conflicts in southern Africa.
reducing,We need a fresh approach to reducing international tensions.
sea,"Disease and early death dominated most people's lives""
The U.S. ds in human history can serve as catalysts for an era of world peace and unimagined human freedom and dignity, he says.
"
sea,"We have reached agreements to improve our hotline, extend our 10-year economic agreement, enhance consular co-operation and explore co-ordination of search and rescue efforts at sea.
"
developing countries,"Since 1946, the U.S. has provided over $115 billion in economic aid to developing countries."
plagues,"Well, yes, if we sit down and catalogue year by year, generation by generation, the famines, the plagues, the wars, the invasions mankind has endured, the list will grow so long."
sinai,The peace treaty between Israel and Egypt brought about the peaceful return of the Sinai.
moral,"The United States considers it a moral imperative that South Africa's racial policies evolve peacefully but decisively.
"
moral,"We have a moral obligation to try and try again.
"
aggression,Mozambique and South Africa have reached a historic accord on non-aggression and co-operation.
test site,"And I propose that we find a way for Soviet experts to come to the United States nuclear-test site.
"
states welcomes,The United States welcomes diversity and peaceful competition.
coming years,I want to speak to the General Assembly today on what the United States and the Soviet Union can accomplish together in the coming years.
people,We admire the way the Government and people of Mexico are dealing with their problem.
people,"Since the end of the Second World War, modern communication has opened the eyes of most of the world's peoples to the realization that they do not have to live their lives in poverty and despair."
people,The people of the region are waiting for a positive answer from the rulers of Nicaragua.
people,"A solution must also encompass restoration of the country's independence and non-aligned status, self-determination for the Afghan people.
"
people,"He said: ""We have to end the suffering of the people of the region""
On the Korean peninsula we see the first tentative steps being taken to get away from the mode of thinking that has characterized the pa at years."
people,Command economies have not done very well in liberating people from poverty.
people,"In India, China and elsewhere new policies are being adopted to unleash the creative abilities of talented peoples."
15,"In the Middle Bast, 10 or 15 years ago, peace between Israel and any Arab State seemed a remote, if not impossible, dream."
nations,"But our task here at the United Nations is to see to it that man does not cause the earth to shake.
"
nations,The founding fathers of the United Nations are sometimes accused of naive Utopianism.
nations,"The policies of nations must adapt to this basic human striving.
"
nations,"The Central American nations, together with their nearest neighbors, the members of the Contadora Group, have subscribed to a document of 21 objectives."
nations,It is an affront to everything the United Nations stands for.
nations,"The island nations of the South Pacific have continued to encourage the private sector as well.
"
nations,"The road to prosperity begins at the same starting point for all nations: freedom and incentives for the individual.
"
nations,U.S. and four of the leading industrial nations pledge firm resolve to work together in addressing the pressing economic issues of this decade.
president,"Their President's current personal ordeal only serves to underscore the sacrifices thousands of Salvadorians continue to make.
"
president,Iranian President Mahmoud Ahmadinejad has called for an end to the conflict in the Middle East.
president,"'The President made this decision to foster a climate of truly mutual restraint to facilitate progress in arms control' 'The most direct path to a safer world is through equitable, verifiable reductions'
Last July, the President issued an unconditional invitation for a Soviet team to observe and measure a nuclear test at the Nevada Test Site."
president,"President Reagan has directed our scientists and engineers to examine, in the light of new technologies, the feasibility of defense against ballistic-missile attack.
"
president,"U.S. President Barack Obama has called for a ban on the use of such weapons in the future.
"
president,"President Reagan looks forward to his meeting with General Secretary Gorbachev in November.
"
forces,"The withdrawal of Soviet forces, as the General Assembly has noted on six occasions, would lead to solution of the Afghanistan problem."
religious beliefs,"Some suffer for their political convictions, others for their religious beliefs."
rejected,The Soviet Union rejected this offer.
war,"Since the end of the Second World War, modern communication has opened the eyes of most of the world's peoples to the realization that they do not have to live their lives in poverty and despair."
war,The old empires eventually had to accept the post-war reality of self-determination.
war,"Unlike the old European empires that came to accept the post-war reality of self-determination and national independence, the new colonialists are swimming against the tide of history.
"
war,"After untold suffering and four wars, a courageous leader, Anwar El-Sadat, abandoned the old ways of thinking."
war,Terrorism is as much a form of war against a nation's interests and values as a full-scale armed attack.
war,"After the two most destructive wars in history, the super-Powers, joined with others, have averted world war for four decades."
war,The strategy of reliance on offensive retaliation to preserve deterrence and prevent war is being called into question by Soviet actions.
war,The United States and the Soviet Union now have a historic opportunity to reduce the risk of war.
war,"President Reagan looks forward to his meeting with General Secretary Gorbachev in November.
"
war,Trade expansion has been an engine of post-war prosperity.
thinking,Our political thinking must catch up to this reality.
thinking,"After untold suffering and four wars, a courageous leader, Anwar El-Sadat, abandoned the old ways of thinking."
thinking,"He said: ""We have to end the suffering of the people of the region""
On the Korean peninsula we see the first tentative steps being taken to get away from the mode of thinking that has characterized the pa at years."
thinking,"The new way of thinking - economic freedom -actually is a return to old truths.
"
problems,I believe we can surmount our problems just as we succeeded in solving the energy crisis and bringing inflation under control.
problems,There was a time when those problems too seemed insurmountable.
problems,"We can succeed again if we have the honesty and courage to face our problems squarely.
"
values,Terrorism is as much a form of war against a nation's interests and values as a full-scale armed attack.
political thinking,Our political thinking must catch up to this reality.
striving,"The striving for justice, freedom, progress and peace is an ever-present and powerful reality."
striving,"The policies of nations must adapt to this basic human striving.
"
rise,The reality of democratic revolution is also demonstrated by the rise of national liberation movements against communist colonialism.
researching,"They are researching many of the same new technologies as we, and are ahead in some."
justice,"The striving for justice, freedom, progress and peace is an ever-present and powerful reality."
personal ordeal,"Their President's current personal ordeal only serves to underscore the sacrifices thousands of Salvadorians continue to make.
"
wars,"After untold suffering and four wars, a courageous leader, Anwar El-Sadat, abandoned the old ways of thinking."
wars,"After the two most destructive wars in history, the super-Powers, joined with others, have averted world war for four decades."
courage,"Today, courageous freedom fighters under the leadership of Prince Norodom Sihanouk and Son Sann struggle to reclaim their country.
"
courage,"After untold suffering and four wars, a courageous leader, Anwar El-Sadat, abandoned the old ways of thinking."
courage,"The island nations of the South Pacific have continued to encourage the private sector as well.
"
courage,"We can succeed again if we have the honesty and courage to face our problems squarely.
"
painful,"Many have undertaken necessary, though painful, adjustment."
